Country,Year,Variable,Unit,Value
Turkey,2022,Other non-Renewable,Share of Generation Mix,0
Turkey,2022,Oil,Share of Generation Mix,0.00951558
Turkey,2022,Solar,Share of Generation Mix,0.048778245
Turkey,2022,Other Renewables,Share of Generation Mix,0.062216116
Turkey,2022,Wind,Share of Generation Mix,0.107712652
Turkey,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.188450873
Turkey,2022,Hydro,Share of Generation Mix,0.205968628
Turkey,2022,Gas,Share of Generation Mix,0.220006143
Turkey,2022,Coal ,Share of Generation Mix,0.345802636
Turkey,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.518458399
Turkey,2022,Fossil Fuel Consumption,Exajoules,5.690768605
Turkey,2022,Carbon Intensity,tonne CO2-eq per Megajoule,64.63672224
Turkey,2022,Primary Energy Consumption per Capita,Gigajoules per capita,82.16694843
Turkey,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,453.2475206
Turkmenistan,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,5.84032E-05
Turkmenistan,1990,Fossil Fuel Consumption,Exajoules,0.54677818
Turkmenistan,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,13.07532862
Turkmenistan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,95.45056331
Turkmenistan,1990,Primary Energy Consumption per Capita,Gigajoules per capita,146.9809825
Turkmenistan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,174.5588836
Turkmenistan,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,6.23905E-05
Turkmenistan,2008,Fossil Fuel Consumption,Exajoules,0.511368461
Turkmenistan,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.578956842
Turkmenistan,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,96.30486369
Turkmenistan,2008,Primary Energy Consumption per Capita,Gigajoules per capita,100.27295
Turkmenistan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,188.3159844
Turkmenistan,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,3.75509E-05
Turkmenistan,2012,Fossil Fuel Consumption,Exajoules,1.087035244
Turkmenistan,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,12.3681602
Turkmenistan,2012,Carbon Intensity,tonne CO2-eq per Megajoule,120.9555483
Turkmenistan,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,131.4878815
Turkmenistan,2012,Primary Energy Consumption per Capita,Gigajoules per capita,199.1462527
Turkmenistan,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,8.25586E-05
Turkmenistan,2017,Fossil Fuel Consumption,Exajoules,1.173597836
Turkmenistan,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,13.06831166
Turkmenistan,2017,Carbon Intensity,tonne CO2-eq per Megajoule,121.3012412
Turkmenistan,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,142.3706282
Turkmenistan,2017,Primary Energy Consumption per Capita,Gigajoules per capita,196.6520471
Turkmenistan,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,7.23851E-05
Turkmenistan,2022,Fossil Fuel Consumption,Exajoules,1.652091358
Turkmenistan,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,18.7688561
Turkmenistan,2022,Carbon Intensity,tonne CO2-eq per Megajoule,111.0588307
Turkmenistan,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,183.4926166
Turkmenistan,2022,Primary Energy Consumption per Capita,Gigajoules per capita,256.9227252
Ukraine,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.009731684
Ukraine,1990,Fossil Fuel Consumption,Exajoules,10.61081464
Ukraine,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,15.40852181
Ukraine,1990,Carbon Intensity,tonne CO2-eq per Megajoule,68.25757144
Ukraine,1990,Primary Energy Consumption per Capita,Gigajoules per capita,222.9298548
Ukraine,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,785.0242142
Ukraine,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.021329999
Ukraine,2008,Fossil Fuel Consumption,Exajoules,4.631313639
Ukraine,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,10.18463221
Ukraine,2008,Carbon Intensity,tonne CO2-eq per Megajoule,59.08916091
Ukraine,2008,Primary Energy Consumption per Capita,Gigajoules per capita,122.0805716
Ukraine,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,332.2813777
Ukraine,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.021388652
Ukraine,2012,Fossil Fuel Consumption,Exajoules,4.229858492
Ukraine,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,10.0548398
Ukraine,2012,Carbon Intensity,tonne CO2-eq per Megajoule,59.66649717
Ukraine,2012,Primary Energy Consumption per Capita,Gigajoules per capita,114.4063723
Ukraine,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,309.953228
Ukraine,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.030288296
Ukraine,2017,Fossil Fuel Consumption,Exajoules,2.618094102
Ukraine,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.689045382
Ukraine,2017,Carbon Intensity,tonne CO2-eq per Megajoule,56.24454414
Ukraine,2017,Primary Energy Consumption per Capita,Gigajoules per capita,78.62531817
Ukraine,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,197.4853395
Ukraine,2022,Other non-Renewable,Share of Generation Mix,0
Ukraine,2022,Oil,Share of Generation Mix,0.004350514
Ukraine,2022,Other Renewables,Share of Generation Mix,0.004418992
Ukraine,2022,Wind,Share of Generation Mix,0.012986807
Ukraine,2022,Solar,Share of Generation Mix,0.045098819
Ukraine,2022,Gas,Share of Generation Mix,0.064097126
Ukraine,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.074345692
Ukraine,2022,Hydro,Share of Generation Mix,0.09843849
Ukraine,2022,Coal ,Share of Generation Mix,0.219936548
Ukraine,2022,Nuclear,Share of Generation Mix,0.550672704
Ukraine,2022,Fossil Fuel Consumption,Exajoules,1.598689569
Ukraine,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.872016943
Ukraine,2022,Carbon Intensity,tonne CO2-eq per Megajoule,50.53551441
Ukraine,2022,Primary Energy Consumption per Capita,Gigajoules per capita,58.71285835
Ukraine,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,117.7984144
United Arab Emirates,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
United Arab Emirates,1990,Fossil Fuel Consumption,Exajoules,1.241829727
United Arab Emirates,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.71729395
United Arab Emirates,1990,Carbon Intensity,tonne CO2-eq per Megajoule,79.79677076
United Arab Emirates,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,99.09400204
United Arab Emirates,1990,Primary Energy Consumption per Capita,Gigajoules per capita,653.5426536
United Arab Emirates,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
United Arab Emirates,2008,Fossil Fuel Consumption,Exajoules,3.378241901
United Arab Emirates,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.085371142
United Arab Emirates,2008,Carbon Intensity,tonne CO2-eq per Megajoule,71.92293257
United Arab Emirates,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,242.9730644
United Arab Emirates,2008,Primary Energy Consumption per Capita,Gigajoules per capita,483.3874161
United Arab Emirates,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,6.18844E-05
United Arab Emirates,2012,Fossil Fuel Consumption,Exajoules,3.866519921
United Arab Emirates,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.516303274
United Arab Emirates,2012,Carbon Intensity,tonne CO2-eq per Megajoule,68.14833166
United Arab Emirates,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,263.5131893
United Arab Emirates,2012,Primary Energy Consumption per Capita,Gigajoules per capita,446.2518869
United Arab Emirates,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.001612565
United Arab Emirates,2017,Fossil Fuel Consumption,Exajoules,4.419682857
United Arab Emirates,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.924713881
United Arab Emirates,2017,Carbon Intensity,tonne CO2-eq per Megajoule,68.0952293
United Arab Emirates,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,301.445418
United Arab Emirates,2017,Primary Energy Consumption per Capita,Gigajoules per capita,488.1646337
United Arab Emirates,2022,Hydro,Share of Generation Mix,0
United Arab Emirates,2022,Coal ,Share of Generation Mix,0
United Arab Emirates,2022,Other non-Renewable,Share of Generation Mix,0
United Arab Emirates,2022,Wind,Share of Generation Mix,2.90809E-07
United Arab Emirates,2022,Oil,Share of Generation Mix,1.79009E-05
United Arab Emirates,2022,Other Renewables,Share of Generation Mix,4.72543E-05
United Arab Emirates,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.012944868
United Arab Emirates,2022,Solar,Share of Generation Mix,0.044951398
United Arab Emirates,2022,Nuclear,Share of Generation Mix,0.129924807
United Arab Emirates,2022,Gas,Share of Generation Mix,0.825058349
United Arab Emirates,2022,Fossil Fuel Consumption,Exajoules,4.803392871
United Arab Emirates,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.233501551
United Arab Emirates,2022,Carbon Intensity,tonne CO2-eq per Megajoule,64.9063271
United Arab Emirates,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,327.7661786
United Arab Emirates,2022,Primary Energy Consumption per Capita,Gigajoules per capita,534.8761312
United Kingdom,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.006801179
United Kingdom,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.310993682
United Kingdom,1990,Fossil Fuel Consumption,Exajoules,8.297171053
United Kingdom,1990,Carbon Intensity,tonne CO2-eq per Megajoule,68.19061906
United Kingdom,1990,Primary Energy Consumption per Capita,Gigajoules per capita,157.6523362
United Kingdom,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,615.7760685
United Kingdom,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.029101659
United Kingdom,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.556862493
United Kingdom,2008,Fossil Fuel Consumption,Exajoules,8.435951072
United Kingdom,2008,Carbon Intensity,tonne CO2-eq per Megajoule,62.67482154
United Kingdom,2008,Primary Energy Consumption per Capita,Gigajoules per capita,149.226844
United Kingdom,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,577.4598795
United Kingdom,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.054672924
United Kingdom,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.297666091
United Kingdom,2012,Fossil Fuel Consumption,Exajoules,7.431359478
United Kingdom,2012,Carbon Intensity,tonne CO2-eq per Megajoule,60.82324849
United Kingdom,2012,Primary Energy Consumption per Capita,Gigajoules per capita,134.2544841
United Kingdom,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,521.0489102
United Kingdom,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.129134844
United Kingdom,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.772300753
United Kingdom,2017,Fossil Fuel Consumption,Exajoules,6.415931296
United Kingdom,2017,Carbon Intensity,tonne CO2-eq per Megajoule,51.44356952
United Kingdom,2017,Primary Energy Consumption per Capita,Gigajoules per capita,122.755735
United Kingdom,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,417.198787
United Kingdom,2022,Oil,Share of Generation Mix,0.006435127
United Kingdom,2022,Hydro,Share of Generation Mix,0.016306228
United Kingdom,2022,Coal ,Share of Generation Mix,0.017087843
United Kingdom,2022,Other non-Renewable,Share of Generation Mix,0.032058057
United Kingdom,2022,Solar,Share of Generation Mix,0.04270206
United Kingdom,2022,Other Renewables,Share of Generation Mix,0.10874773
United Kingdom,2022,Nuclear,Share of Generation Mix,0.14639347
United Kingdom,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.193376062
United Kingdom,2022,Wind,Share of Generation Mix,0.245901771
United Kingdom,2022,Gas,Share of Generation Mix,0.384367715
United Kingdom,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.42829311
United Kingdom,2022,Fossil Fuel Consumption,Exajoules,5.470439721
United Kingdom,2022,Carbon Intensity,tonne CO2-eq per Megajoule,48.50804569
United Kingdom,2022,Primary Energy Consumption per Capita,Gigajoules per capita,108.3523909
United Kingdom,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,354.8244513
US,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.047246762
US,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.295945007
US,1990,Carbon Intensity,tonne CO2-eq per Megajoule,64.57091319
US,1990,Fossil Fuel Consumption,Exajoules,71.33587025
US,1990,Primary Energy Consumption per Capita,Gigajoules per capita,328.0497454
US,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,5255.026615
US,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.0500455
US,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.804565133
US,2008,Carbon Intensity,tonne CO2-eq per Megajoule,63.11519699
US,2008,Fossil Fuel Consumption,Exajoules,82.06438164
US,2008,Primary Energy Consumption per Capita,Gigajoules per capita,310.9631561
US,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,5999.721412
US,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.068863344
US,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.299141395
US,2012,Carbon Intensity,tonne CO2-eq per Megajoule,60.26145963
US,2012,Fossil Fuel Consumption,Exajoules,76.29199132
US,2012,Primary Energy Consumption per Capita,Gigajoules per capita,284.7684619
US,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,5433.914997
US,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.090820491
US,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.911525669
US,2017,Carbon Intensity,tonne CO2-eq per Megajoule,57.81054796
US,2017,Fossil Fuel Consumption,Exajoules,76.71704688
US,2017,Primary Energy Consumption per Capita,Gigajoules per capita,281.8404581
US,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,5373.404371
US,2022,Other non-Renewable,Share of Generation Mix,0.002523437
US,2022,Oil,Share of Generation Mix,0.005528803
US,2022,Other Renewables,Share of Generation Mix,0.016309234
US,2022,Solar,Share of Generation Mix,0.045335818
US,2022,Hydro,Share of Generation Mix,0.056853701
US,2022,Wind,Share of Generation Mix,0.096578031
US,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.113165507
US,2022,Nuclear,Share of Generation Mix,0.178585265
US,2022,Coal ,Share of Generation Mix,0.19882093
US,2022,Gas,Share of Generation Mix,0.399464781
US,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.574558668
